destination_name,name,category,duration_hours,difficulty,price_npr,description,available_months
dest,Chandrabhoga Gadhi Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Chandrabhoga Gadhi,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Chandrabhoga Gadhi,Cultural,2,Easy,300,Visit the historic temple complex at Chandrabhoga Gadhi,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Chandrabhoga Gadhi,Cultural,3,Easy,200,Guided heritage walking tour at Chandrabhoga Gadhi,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Chandrabhoga Gadhi,Cultural,2,Easy,500,Traditional Nepali dance performance at Chandrabhoga Gadhi,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Chandrabhoga Gadhi,Cultural,2,Easy,800,Learn traditional Nepali pottery at Chandrabhoga Gadhi,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Chandrabhoga Gadhi,Cultural,2,Easy,0,Explore local market and shops at Chandrabhoga Gadhi,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Chandrabhoga Gadhi,Cultural,2,Easy,400,Visit the local museum at Chandrabhoga Gadhi,"1,2,3,4,5,9,10,11,12"
dest,Shambhunath Temple Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Shambhunath Temple,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Shambhunath Temple,Cultural,2,Easy,300,Visit the historic temple complex at Shambhunath Temple,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Shambhunath Temple,Cultural,3,Easy,200,Guided heritage walking tour at Shambhunath Temple,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Shambhunath Temple,Cultural,2,Easy,500,Traditional Nepali dance performance at Shambhunath Temple,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Shambhunath Temple,Cultural,2,Easy,800,Learn traditional Nepali pottery at Shambhunath Temple,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Shambhunath Temple,Cultural,2,Easy,0,Explore local market and shops at Shambhunath Temple,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Shambhunath Temple,Cultural,2,Easy,400,Visit the local museum at Shambhunath Temple,"1,2,3,4,5,9,10,11,12"
dest,Rajbiraj Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Rajbiraj,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Rajbiraj,Cultural,2,Easy,300,Visit the historic temple complex at Rajbiraj,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Rajbiraj,Cultural,3,Easy,200,Guided heritage walking tour at Rajbiraj,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Rajbiraj,Cultural,2,Easy,500,Traditional Nepali dance performance at Rajbiraj,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Rajbiraj,Cultural,2,Easy,800,Learn traditional Nepali pottery at Rajbiraj,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Rajbiraj,Cultural,2,Easy,0,Explore local market and shops at Rajbiraj,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Rajbiraj,Cultural,2,Easy,400,Visit the local museum at Rajbiraj,"1,2,3,4,5,9,10,11,12"
dest,"Vishnu Temple, Saptari Orientation Walk",Sightseeing,2,Easy,0,"Introductory walking tour of Vishnu Temple, Saptari","1,2,3,4,5,9,10,11,12"
dest,"Temple Visit - Vishnu Temple, Saptari",Cultural,2,Easy,300,"Visit the historic temple complex at Vishnu Temple, Saptari","1,2,3,4,5,9,10,11,12"
dest,"Heritage Walk - Vishnu Temple, Saptari",Cultural,3,Easy,200,"Guided heritage walking tour at Vishnu Temple, Saptari","1,2,3,4,5,9,10,11,12"
dest,"Cultural Dance Show - Vishnu Temple, Saptari",Cultural,2,Easy,500,"Traditional Nepali dance performance at Vishnu Temple, Saptari","1,2,3,4,5,9,10,11,12"
dest,"Pottery Workshop - Vishnu Temple, Saptari",Cultural,2,Easy,800,"Learn traditional Nepali pottery at Vishnu Temple, Saptari","1,2,3,4,5,9,10,11,12"
dest,"Local Market Tour - Vishnu Temple, Saptari",Cultural,2,Easy,0,"Explore local market and shops at Vishnu Temple, Saptari","1,2,3,4,5,9,10,11,12"
dest,"Museum Visit - Vishnu Temple, Saptari",Cultural,2,Easy,400,"Visit the local museum at Vishnu Temple, Saptari","1,2,3,4,5,9,10,11,12"
dest,Khodardevi Cave Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Khodardevi Cave,"3,4,5,9,10,11"
dest,Lake Boating - Khodardevi Cave,Nature,2,Easy,500,Boating on the scenic lake at Khodardevi Cave,"3,4,5,9,10,11"
dest,Waterfall Visit - Khodardevi Cave,Nature,3,Easy,0,Visit to nearby waterfall at Khodardevi Cave,"3,4,5,9,10,11"
dest,Nature Photography - Khodardevi Cave,Nature,3,Easy,0,Photography at scenic viewpoints at Khodardevi Cave,"3,4,5,9,10,11"
dest,Village Walk - Khodardevi Cave,Nature,2,Easy,0,Walk through traditional villages at Khodardevi Cave,"3,4,5,9,10,11"
dest,Viewpoint Visit - Khodardevi Cave,Nature,1.5,Easy,0,Visit scenic viewpoint at Khodardevi Cave,"3,4,5,9,10,11"
dest,Garden Tour - Khodardevi Cave,Nature,2,Easy,200,Visit to botanical garden or park at Khodardevi Cave,"3,4,5,9,10,11"
dest,Lahan Bazar Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Lahan Bazar,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Lahan Bazar,Cultural,2,Easy,300,Visit the historic temple complex at Lahan Bazar,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Lahan Bazar,Cultural,3,Easy,200,Guided heritage walking tour at Lahan Bazar,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Lahan Bazar,Cultural,2,Easy,500,Traditional Nepali dance performance at Lahan Bazar,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Lahan Bazar,Cultural,2,Easy,800,Learn traditional Nepali pottery at Lahan Bazar,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Lahan Bazar,Cultural,2,Easy,0,Explore local market and shops at Lahan Bazar,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Lahan Bazar,Cultural,2,Easy,400,Visit the local museum at Lahan Bazar,"1,2,3,4,5,9,10,11,12"
dest,"Fulbari , Siraha Orientation Walk",Sightseeing,2,Easy,0,"Introductory walking tour of Fulbari , Siraha","3,4,5,9,10,11"
dest,"Lake Boating - Fulbari , Siraha",Nature,2,Easy,500,"Boating on the scenic lake at Fulbari , Siraha","3,4,5,9,10,11"
dest,"Waterfall Visit - Fulbari , Siraha",Nature,3,Easy,0,"Visit to nearby waterfall at Fulbari , Siraha","3,4,5,9,10,11"
dest,"Nature Photography - Fulbari , Siraha",Nature,3,Easy,0,"Photography at scenic viewpoints at Fulbari , Siraha","3,4,5,9,10,11"
dest,"Village Walk - Fulbari , Siraha",Nature,2,Easy,0,"Walk through traditional villages at Fulbari , Siraha","3,4,5,9,10,11"
dest,"Viewpoint Visit - Fulbari , Siraha",Nature,1.5,Easy,0,"Visit scenic viewpoint at Fulbari , Siraha","3,4,5,9,10,11"
dest,"Garden Tour - Fulbari , Siraha",Nature,2,Easy,200,"Visit to botanical garden or park at Fulbari , Siraha","3,4,5,9,10,11"
dest,Kamal Dah Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Kamal Dah,"3,4,5,9,10,11"
dest,Lake Boating - Kamal Dah,Nature,2,Easy,500,Boating on the scenic lake at Kamal Dah,"3,4,5,9,10,11"
dest,Waterfall Visit - Kamal Dah,Nature,3,Easy,0,Visit to nearby waterfall at Kamal Dah,"3,4,5,9,10,11"
dest,Nature Photography - Kamal Dah,Nature,3,Easy,0,Photography at scenic viewpoints at Kamal Dah,"3,4,5,9,10,11"
dest,Village Walk - Kamal Dah,Nature,2,Easy,0,Walk through traditional villages at Kamal Dah,"3,4,5,9,10,11"
dest,Viewpoint Visit - Kamal Dah,Nature,1.5,Easy,0,Visit scenic viewpoint at Kamal Dah,"3,4,5,9,10,11"
dest,Garden Tour - Kamal Dah,Nature,2,Easy,200,Visit to botanical garden or park at Kamal Dah,"3,4,5,9,10,11"
dest,Kamala River Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Kamala River,"3,4,5,9,10,11"
dest,Lake Boating - Kamala River,Nature,2,Easy,500,Boating on the scenic lake at Kamala River,"3,4,5,9,10,11"
dest,Waterfall Visit - Kamala River,Nature,3,Easy,0,Visit to nearby waterfall at Kamala River,"3,4,5,9,10,11"
dest,Nature Photography - Kamala River,Nature,3,Easy,0,Photography at scenic viewpoints at Kamala River,"3,4,5,9,10,11"
dest,Village Walk - Kamala River,Nature,2,Easy,0,Walk through traditional villages at Kamala River,"3,4,5,9,10,11"
dest,Viewpoint Visit - Kamala River,Nature,1.5,Easy,0,Visit scenic viewpoint at Kamala River,"3,4,5,9,10,11"
dest,Garden Tour - Kamala River,Nature,2,Easy,200,Visit to botanical garden or park at Kamala River,"3,4,5,9,10,11"
dest,Manik Dah Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Manik Dah,"3,4,5,9,10,11"
dest,Lake Boating - Manik Dah,Nature,2,Easy,500,Boating on the scenic lake at Manik Dah,"3,4,5,9,10,11"
dest,Waterfall Visit - Manik Dah,Nature,3,Easy,0,Visit to nearby waterfall at Manik Dah,"3,4,5,9,10,11"
dest,Nature Photography - Manik Dah,Nature,3,Easy,0,Photography at scenic viewpoints at Manik Dah,"3,4,5,9,10,11"
dest,Village Walk - Manik Dah,Nature,2,Easy,0,Walk through traditional villages at Manik Dah,"3,4,5,9,10,11"
dest,Viewpoint Visit - Manik Dah,Nature,1.5,Easy,0,Visit scenic viewpoint at Manik Dah,"3,4,5,9,10,11"
dest,Garden Tour - Manik Dah,Nature,2,Easy,200,Visit to botanical garden or park at Manik Dah,"3,4,5,9,10,11"
dest,Janaki Mandir Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Janaki Mandir,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Janaki Mandir,Cultural,2,Easy,300,Visit the historic temple complex at Janaki Mandir,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Janaki Mandir,Cultural,3,Easy,200,Guided heritage walking tour at Janaki Mandir,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Janaki Mandir,Cultural,2,Easy,500,Traditional Nepali dance performance at Janaki Mandir,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Janaki Mandir,Cultural,2,Easy,800,Learn traditional Nepali pottery at Janaki Mandir,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Janaki Mandir,Cultural,2,Easy,0,Explore local market and shops at Janaki Mandir,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Janaki Mandir,Cultural,2,Easy,400,Visit the local museum at Janaki Mandir,"1,2,3,4,5,9,10,11,12"
dest,Ram Mandir Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Ram Mandir,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Ram Mandir,Cultural,2,Easy,300,Visit the historic temple complex at Ram Mandir,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Ram Mandir,Cultural,3,Easy,200,Guided heritage walking tour at Ram Mandir,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Ram Mandir,Cultural,2,Easy,500,Traditional Nepali dance performance at Ram Mandir,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Ram Mandir,Cultural,2,Easy,800,Learn traditional Nepali pottery at Ram Mandir,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Ram Mandir,Cultural,2,Easy,0,Explore local market and shops at Ram Mandir,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Ram Mandir,Cultural,2,Easy,400,Visit the local museum at Ram Mandir,"1,2,3,4,5,9,10,11,12"
dest,Jaleshwar Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Jaleshwar,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Jaleshwar,Cultural,2,Easy,300,Visit the historic temple complex at Jaleshwar,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Jaleshwar,Cultural,3,Easy,200,Guided heritage walking tour at Jaleshwar,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Jaleshwar,Cultural,2,Easy,500,Traditional Nepali dance performance at Jaleshwar,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Jaleshwar,Cultural,2,Easy,800,Learn traditional Nepali pottery at Jaleshwar,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Jaleshwar,Cultural,2,Easy,0,Explore local market and shops at Jaleshwar,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Jaleshwar,Cultural,2,Easy,400,Visit the local museum at Jaleshwar,"1,2,3,4,5,9,10,11,12"
dest,Vivah Mandap Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Vivah Mandap,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Vivah Mandap,Cultural,2,Easy,300,Visit the historic temple complex at Vivah Mandap,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Vivah Mandap,Cultural,3,Easy,200,Guided heritage walking tour at Vivah Mandap,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Vivah Mandap,Cultural,2,Easy,500,Traditional Nepali dance performance at Vivah Mandap,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Vivah Mandap,Cultural,2,Easy,800,Learn traditional Nepali pottery at Vivah Mandap,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Vivah Mandap,Cultural,2,Easy,0,Explore local market and shops at Vivah Mandap,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Vivah Mandap,Cultural,2,Easy,400,Visit the local museum at Vivah Mandap,"1,2,3,4,5,9,10,11,12"
dest,Ratna Sagar Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Ratna Sagar,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Ratna Sagar,Cultural,2,Easy,300,Visit the historic temple complex at Ratna Sagar,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Ratna Sagar,Cultural,3,Easy,200,Guided heritage walking tour at Ratna Sagar,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Ratna Sagar,Cultural,2,Easy,500,Traditional Nepali dance performance at Ratna Sagar,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Ratna Sagar,Cultural,2,Easy,800,Learn traditional Nepali pottery at Ratna Sagar,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Ratna Sagar,Cultural,2,Easy,0,Explore local market and shops at Ratna Sagar,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Ratna Sagar,Cultural,2,Easy,400,Visit the local museum at Ratna Sagar,"1,2,3,4,5,9,10,11,12"
dest,Sarlahi Devi Temple Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Sarlahi Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Sarlahi Devi Temple,Cultural,2,Easy,300,Visit the historic temple complex at Sarlahi Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Sarlahi Devi Temple,Cultural,3,Easy,200,Guided heritage walking tour at Sarlahi Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Sarlahi Devi Temple,Cultural,2,Easy,500,Traditional Nepali dance performance at Sarlahi Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Sarlahi Devi Temple,Cultural,2,Easy,800,Learn traditional Nepali pottery at Sarlahi Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Sarlahi Devi Temple,Cultural,2,Easy,0,Explore local market and shops at Sarlahi Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Sarlahi Devi Temple,Cultural,2,Easy,400,Visit the local museum at Sarlahi Devi Temple,"1,2,3,4,5,9,10,11,12"
dest,Gadhimai Temple Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Gadhimai Temple,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Gadhimai Temple,Cultural,2,Easy,300,Visit the historic temple complex at Gadhimai Temple,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Gadhimai Temple,Cultural,3,Easy,200,Guided heritage walking tour at Gadhimai Temple,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Gadhimai Temple,Cultural,2,Easy,500,Traditional Nepali dance performance at Gadhimai Temple,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Gadhimai Temple,Cultural,2,Easy,800,Learn traditional Nepali pottery at Gadhimai Temple,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Gadhimai Temple,Cultural,2,Easy,0,Explore local market and shops at Gadhimai Temple,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Gadhimai Temple,Cultural,2,Easy,400,Visit the local museum at Gadhimai Temple,"1,2,3,4,5,9,10,11,12"
dest,Rautahat Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Rautahat,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Rautahat,Cultural,2,Easy,300,Visit the historic temple complex at Rautahat,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Rautahat,Cultural,3,Easy,200,Guided heritage walking tour at Rautahat,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Rautahat,Cultural,2,Easy,500,Traditional Nepali dance performance at Rautahat,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Rautahat,Cultural,2,Easy,800,Learn traditional Nepali pottery at Rautahat,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Rautahat,Cultural,2,Easy,0,Explore local market and shops at Rautahat,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Rautahat,Cultural,2,Easy,400,Visit the local museum at Rautahat,"1,2,3,4,5,9,10,11,12"
dest,Parsa National Park Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Parsa National Park,"1,2,3,10,11,12"
dest,Jungle Safari - Parsa National Park,Wildlife,4,Moderate,3500,Jeep safari in the national park at Parsa National Park,"1,2,3,10,11,12"
dest,Bird Watching - Parsa National Park,Wildlife,3,Easy,500,Guided bird watching tour at Parsa National Park,"1,2,3,10,11,12"
dest,Canoe Ride - Parsa National Park,Wildlife,2,Easy,800,Canoe ride through the river at Parsa National Park,"1,2,3,10,11,12"
dest,Elephant Safari - Parsa National Park,Wildlife,3,Easy,2500,Elephant-back safari in the jungle at Parsa National Park,"1,2,3,10,11,12"
dest,Nature Walk - Parsa National Park,Nature,2,Easy,300,Guided walk through the forest at Parsa National Park,"1,2,3,10,11,12"
dest,Wildlife Photography Tour - Parsa National Park,Wildlife,4,Moderate,1500,Photography tour in jungle at Parsa National Park,"1,2,3,10,11,12"
dest,Maha Gadhimai Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Maha Gadhimai,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Maha Gadhimai,Cultural,2,Easy,300,Visit the historic temple complex at Maha Gadhimai,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Maha Gadhimai,Cultural,3,Easy,200,Guided heritage walking tour at Maha Gadhimai,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Maha Gadhimai,Cultural,2,Easy,500,Traditional Nepali dance performance at Maha Gadhimai,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Maha Gadhimai,Cultural,2,Easy,800,Learn traditional Nepali pottery at Maha Gadhimai,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Maha Gadhimai,Cultural,2,Easy,0,Explore local market and shops at Maha Gadhimai,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Maha Gadhimai,Cultural,2,Easy,400,Visit the local museum at Maha Gadhimai,"1,2,3,4,5,9,10,11,12"
dest,Churiya Mai Temple Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Churiya Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Churiya Mai Temple,Cultural,2,Easy,300,Visit the historic temple complex at Churiya Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Churiya Mai Temple,Cultural,3,Easy,200,Guided heritage walking tour at Churiya Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Churiya Mai Temple,Cultural,2,Easy,500,Traditional Nepali dance performance at Churiya Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Churiya Mai Temple,Cultural,2,Easy,800,Learn traditional Nepali pottery at Churiya Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Churiya Mai Temple,Cultural,2,Easy,0,Explore local market and shops at Churiya Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Churiya Mai Temple,Cultural,2,Easy,400,Visit the local museum at Churiya Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Gadhimai Temple Jeetpur Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Gadhimai Temple Jeetpur,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Gadhimai Temple Jeetpur,Cultural,2,Easy,300,Visit the historic temple complex at Gadhimai Temple Jeetpur,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Gadhimai Temple Jeetpur,Cultural,3,Easy,200,Guided heritage walking tour at Gadhimai Temple Jeetpur,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Gadhimai Temple Jeetpur,Cultural,2,Easy,500,Traditional Nepali dance performance at Gadhimai Temple Jeetpur,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Gadhimai Temple Jeetpur,Cultural,2,Easy,800,Learn traditional Nepali pottery at Gadhimai Temple Jeetpur,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Gadhimai Temple Jeetpur,Cultural,2,Easy,0,Explore local market and shops at Gadhimai Temple Jeetpur,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Gadhimai Temple Jeetpur,Cultural,2,Easy,400,Visit the local museum at Gadhimai Temple Jeetpur,"1,2,3,4,5,9,10,11,12"
dest,Gateway of Nepal (Shankaracharya Gate) Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Gateway of Nepal (Shankaracharya Gate),"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Gateway of Nepal (Shankaracharya Gate),Cultural,2,Easy,300,Visit the historic temple complex at Gateway of Nepal (Shankaracharya Gate),"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Gateway of Nepal (Shankaracharya Gate),Cultural,3,Easy,200,Guided heritage walking tour at Gateway of Nepal (Shankaracharya Gate),"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Gateway of Nepal (Shankaracharya Gate),Cultural,2,Easy,500,Traditional Nepali dance performance at Gateway of Nepal (Shankaracharya Gate),"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Gateway of Nepal (Shankaracharya Gate),Cultural,2,Easy,800,Learn traditional Nepali pottery at Gateway of Nepal (Shankaracharya Gate),"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Gateway of Nepal (Shankaracharya Gate),Cultural,2,Easy,0,Explore local market and shops at Gateway of Nepal (Shankaracharya Gate),"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Gateway of Nepal (Shankaracharya Gate),Cultural,2,Easy,400,Visit the local museum at Gateway of Nepal (Shankaracharya Gate),"1,2,3,4,5,9,10,11,12"
dest,Ghadiarwa Pokhari – Birgunj Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Ghadiarwa Pokhari – Birgunj,"3,4,5,9,10,11"
dest,Lake Boating - Ghadiarwa Pokhari – Birgunj,Nature,2,Easy,500,Boating on the scenic lake at Ghadiarwa Pokhari – Birgunj,"3,4,5,9,10,11"
dest,Waterfall Visit - Ghadiarwa Pokhari – Birgunj,Nature,3,Easy,0,Visit to nearby waterfall at Ghadiarwa Pokhari – Birgunj,"3,4,5,9,10,11"
dest,Nature Photography - Ghadiarwa Pokhari – Birgunj,Nature,3,Easy,0,Photography at scenic viewpoints at Ghadiarwa Pokhari – Birgunj,"3,4,5,9,10,11"
dest,Village Walk - Ghadiarwa Pokhari – Birgunj,Nature,2,Easy,0,Walk through traditional villages at Ghadiarwa Pokhari – Birgunj,"3,4,5,9,10,11"
dest,Viewpoint Visit - Ghadiarwa Pokhari – Birgunj,Nature,1.5,Easy,0,Visit scenic viewpoint at Ghadiarwa Pokhari – Birgunj,"3,4,5,9,10,11"
dest,Garden Tour - Ghadiarwa Pokhari – Birgunj,Nature,2,Easy,200,Visit to botanical garden or park at Ghadiarwa Pokhari – Birgunj,"3,4,5,9,10,11"
dest,Gahawa Mai Temple Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Gahawa Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Gahawa Mai Temple,Cultural,2,Easy,300,Visit the historic temple complex at Gahawa Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Gahawa Mai Temple,Cultural,3,Easy,200,Guided heritage walking tour at Gahawa Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Gahawa Mai Temple,Cultural,2,Easy,500,Traditional Nepali dance performance at Gahawa Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Gahawa Mai Temple,Cultural,2,Easy,800,Learn traditional Nepali pottery at Gahawa Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Gahawa Mai Temple,Cultural,2,Easy,0,Explore local market and shops at Gahawa Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Gahawa Mai Temple,Cultural,2,Easy,400,Visit the local museum at Gahawa Mai Temple,"1,2,3,4,5,9,10,11,12"
dest,Parasnath Temple Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Parasnath Temple,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Parasnath Temple,Cultural,2,Easy,300,Visit the historic temple complex at Parasnath Temple,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Parasnath Temple,Cultural,3,Easy,200,Guided heritage walking tour at Parasnath Temple,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Parasnath Temple,Cultural,2,Easy,500,Traditional Nepali dance performance at Parasnath Temple,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Parasnath Temple,Cultural,2,Easy,800,Learn traditional Nepali pottery at Parasnath Temple,"1,2,3,4,5,9,10,11,12"
dest,Local Market Tour - Parasnath Temple,Cultural,2,Easy,0,Explore local market and shops at Parasnath Temple,"1,2,3,4,5,9,10,11,12"
dest,Museum Visit - Parasnath Temple,Cultural,2,Easy,400,Visit the local museum at Parasnath Temple,"1,2,3,4,5,9,10,11,12"
dest,Vata Mandir Orientation Walk,Sightseeing,2,Easy,0,Introductory walking tour of Vata Mandir,"1,2,3,4,5,9,10,11,12"
dest,Temple Visit - Vata Mandir,Cultural,2,Easy,300,Visit the historic temple complex at Vata Mandir,"1,2,3,4,5,9,10,11,12"
dest,Heritage Walk - Vata Mandir,Cultural,3,Easy,200,Guided heritage walking tour at Vata Mandir,"1,2,3,4,5,9,10,11,12"
dest,Cultural Dance Show - Vata Mandir,Cultural,2,Easy,500,Traditional Nepali dance performance at Vata Mandir,"1,2,3,4,5,9,10,11,12"
dest,Pottery Workshop - Vata Mandir,Cultural,2,Easy,800,Learn traditional Nepali pottery at Vata Mandir,"1,2,3,4,5,9,10,11,12"
